id	race	gender	sex.worker	pimp	sex.work.client	drug.dealer	drug.cook	thief	retired	housewife	disabled	unemployed	homeless
3663	4	0	0	0	1	0	0	0	0	0	0	1	0
3664	4	0	0	0	0	0	0	0	0	0	0	1	0
3665	4	0	0	0	1	0	0	0	0	0	0	0	0
3666	4	1	0	0	0	0	0	0	0	1	0	0	0
3667	4	0	0	0	0	1	1	0	0	0	1	1	0
3668	2	1	0	0	0	0	0	0	0	0	0	0	0
3669	2	0	0	0	0	0	0	0	1	0	0	0	0
3670	2	1	0	0	0	0	0	0	0	0	0	0	0
3671	2	0	0	0	0	0	0	0	0	0	0	0	0
3672	4	1	0	0	0	0	0	0	0	0	0	0	0
3673	2	1	0	0	0	0	0	0	0	0	0	0	0
3674	4	0	0	0	0	0	0	0	0	0	0	0	0
3675	2	0	0	0	0	0	0	0	0	0	0	0	0
3676	4	0	0	0	1	0	0	0	0	0	0	0	0
3677	4	1	0	0	0	0	0	0	0	0	0	0	0
3678	4	0	0	0	0	0	0	0	0	0	0	1	0
3679	4	1	0	0	0	0	0	0	0	0	0	1	0
3680	4	0	0	0	0	0	0	0	0	0	1	0	0
3681	4	0	0	0	0	0	0	0	0	0	0	1	0
3682	4	1	0	0	0	0	0	0	0	1	0	1	0
3683	4	0	0	0	1	0	0	0	0	0	0	0	0
3684	4	0	0	1	0	0	0	0	0	0	1	1	0
3685	4	1	0	0	0	0	0	0	0	1	0	1	0
3686	4	1	0	0	0	0	0	0	0	0	0	0	0
3687	4	0	0	0	0	0	0	0	0	0	0	0	0
3688	4	0	0	0	0	0	0	0	0	0	0	1	0
3689	4	0	0	0	0	0	0	0	0	0	0	0	0
3690	4	1	0	0	0	0	0	0	0	1	0	0	0
3691	4	0	0	0	0	0	0	0	1	0	0	0	0
3692	4	1	0	0	0	0	0	0	0	0	0	0	0
3693	4	1	0	0	0	0	0	0	0	0	0	0	0
3694	4	0	0	0	1	0	0	0	0	0	0	0	0
3695	2	0	0	0	1	0	0	0	0	0	0	1	0
3696	4	1	1	0	0	0	0	0	0	0	0	0	0
3697	4	1	0	0	0	0	0	0	0	0	0	1	0
3698	4	0	0	0	0	0	0	0	0	0	0	1	0
3699	4	1	0	0	0	0	0	0	0	1	0	0	0
3700	4	1	0	0	0	0	0	0	0	1	0	0	0
3701	4	1	1	0	0	0	0	0	0	0	0	0	0
3702	3	1	1	0	0	0	0	0	0	0	0	1	0
3703	4	0	0	0	0	0	0	0	0	0	0	0	0
3704	4	0	0	0	1	0	0	0	0	0	0	1	0
3705	4	0	0	0	0	0	0	0	0	0	1	0	0
3706	4	0	0	0	1	0	0	0	1	0	0	0	0
3707	4	1	0	0	0	0	0	0	0	0	0	0	0
3708	4	1	0	0	0	0	0	0	0	0	0	1	0
3709	4	1	0	0	0	0	0	0	0	1	0	0	0
3710	4	1	0	0	0	0	0	0	0	0	0	0	0
3711	4	1	0	0	0	0	0	0	0	0	0	0	0
3712	4	1	0	0	0	0	0	0	0	0	1	0	0
3713	4	1	1	0	0	0	0	0	0	0	0	1	0
3714	4	0	0	0	0	0	0	0	0	0	1	0	0
3715	2	0	0	0	0	1	0	0	0	0	0	0	0
3716	4	1	0	0	0	0	0	0	0	0	0	0	0
3717	4	0	0	0	0	0	0	0	0	0	0	0	0
3718	4	1	1	0	0	0	0	0	0	0	0	0	0
3719	1	0	0	0	0	0	0	0	0	0	0	0	1
3720	2	1	0	0	0	0	0	1	0	0	0	0	0
3721	4	0	0	0	1	0	0	0	0	0	0	0	0
3722	4	1	0	0	0	0	0	0	0	0	0	1	0
3723	4	1	1	0	0	0	0	0	0	0	0	0	0
3724	4	1	1	0	0	0	0	0	0	0	0	0	0
3725	4	1	1	0	0	0	0	0	0	0	0	0	0
3726	2	1	0	0	0	0	0	0	0	0	0	0	0
3727	4	0	0	0	0	0	0	0	0	0	0	0	0
3728	4	1	0	0	0	0	0	0	0	0	0	0	0
3729	4	0	0	0	0	0	0	0	0	0	0	1	0
3730	4	0	0	0	0	0	0	0	0	0	0	1	0
3731	2	1	0	0	0	1	0	0	0	0	0	0	0
3732	4	1	0	0	0	0	0	0	0	0	0	0	0
3733	4	0	0	0	0	0	0	0	0	0	0	1	0
3734	4	1	0	0	0	0	0	0	0	0	0	0	0
3735	2	0	0	0	0	1	0	0	0	0	0	0	0
3736	2	0	0	0	0	1	0	0	0	0	0	0	0
3737	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3738	4	1	0	0	0	0	0	0	1	1	0	0	0
3739	4	1	1	0	0	0	0	0	0	0	0	0	0
3740	4	1	1	0	0	0	0	0	0	0	0	0	0
3741	2	1	0	0	0	0	0	0	0	1	0	0	0
3742	2	1	0	0	0	0	0	0	0	1	0	0	0
3743	2	0	0	0	0	0	0	0	0	0	0	0	0
3744	2	1	0	0	0	0	0	0	0	0	0	0	0
3745	2	0	0	0	0	0	0	0	0	0	0	0	0
3746	2	1	0	0	0	0	0	0	0	1	0	0	0
3747	2	1	0	0	0	0	0	0	0	0	0	0	0
3748	2	1	0	0	0	0	0	0	0	1	0	0	0
3749	4	0	0	0	0	0	0	0	0	0	0	0	0
3750	4	1	0	0	0	0	0	0	0	1	0	0	0
3751	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3752	2	1	0	0	0	0	0	0	0	0	0	0	0
3753	2	1	0	0	0	0	0	0	0	0	0	0	0
3754	2	0	0	0	0	0	0	0	0	0	0	0	0
3755	4	0	0	0	0	0	0	0	0	0	0	0	0
3756	4	1	0	0	0	0	0	0	0	0	0	0	0
3757	4	0	0	0	0	0	0	0	0	0	0	0	1
3758	4	0	0	0	0	0	0	0	0	0	0	0	0
3759	4	1	0	0	0	0	0	0	0	1	0	0	0
3760	4	0	0	0	0	0	0	0	0	0	0	0	0
3761	4	1	0	0	0	0	0	0	0	1	0	0	0
3762	4	1	0	0	0	0	0	0	0	0	0	0	0
3763	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3764	4	0	0	0	0	0	0	0	0	0	0	0	0
3765	2	1	0	0	0	1	0	0	0	0	0	0	0
3766	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3767	2	1	0	0	0	1	0	0	0	0	0	0	0
3768	4	0	0	0	0	0	0	0	0	0	0	0	0
3769	4	0	0	0	0	0	0	0	0	0	0	0	0
3770	4	1	0	0	0	0	0	0	0	0	0	0	0
3771	4	0	0	0	0	0	0	0	0	0	0	0	0
3772	4	1	0	0	0	0	0	0	0	0	0	0	0
3773	4	0	0	0	0	0	0	0	0	0	0	0	0
3774	4	1	0	0	0	0	0	0	0	0	0	0	0
3775	4	0	0	0	0	0	0	0	0	0	0	0	0
3776	4	0	0	0	0	0	0	0	0	0	1	0	0
3777	4	1	0	0	0	0	0	0	0	1	0	0	0
3778	4	1	0	0	0	0	0	0	0	1	0	0	0
3779	4	0	0	0	0	0	0	0	0	0	0	0	0
3780	4	1	0	0	0	0	0	0	0	0	0	0	0
3781	4	0	0	0	0	0	0	0	0	0	0	0	0
3782	4	1	0	0	0	0	0	0	0	1	0	1	0
3783	4	1	0	0	0	0	0	0	0	0	0	0	0
3784	4	1	0	0	0	0	0	0	0	0	0	1	0
3785	4	1	0	0	0	0	0	0	0	0	0	1	0
3786	4	0	0	0	0	0	0	0	0	0	0	0	0
3787	4	0	0	0	0	0	0	0	0	0	0	0	0
3788	4	0	0	0	0	0	0	0	0	0	0	0	0
3789	4	0	0	0	0	0	0	0	0	0	0	0	0
3790	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3791	2	0	0	0	0	1	0	0	0	0	0	0	0
3792	4	0	0	0	1	0	0	0	0	0	0	0	0
3793	4	0	0	0	1	0	0	0	0	0	0	0	0
3794	4	1	0	0	0	0	0	0	0	0	0	0	0
3795	4	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
3796	4	1	0	0	0	0	0	0	0	1	0	0	0
3797	4	1	0	0	0	0	0	0	0	0	1	0	0
3798	4	0	0	0	0	0	0	0	0	0	0	0	0
3799	4	0	0	0	0	0	0	0	0	0	0	1	0
3800	4	0	0	0	0	0	0	0	0	0	0	0	0
3801	4	0	0	0	0	0	0	0	0	0	0	0	0
3802	4	0	0	0	0	0	0	0	0	0	0	0	0
3803	2	0	0	0	0	0	0	0	0	0	0	1	0
3804	4	0	0	0	0	0	0	0	0	0	0	0	0
3805	4	0	0	0	0	0	0	0	0	0	1	1	0
3806	3	1	0	0	0	0	0	0	0	1	0	0	0
3807	3	0	0	0	0	0	0	0	1	0	0	0	0
3808	4	0	0	0	0	0	0	0	0	0	0	0	0
3809	4	1	0	0	0	0	0	0	0	0	0	0	0
3810	4	1	0	0	0	0	0	0	0	0	0	0	0
3811	4	1	0	0	0	0	0	0	0	0	0	0	0
3812	4	1	0	0	0	0	0	0	0	0	0	0	0
3813	4	1	0	0	0	0	0	0	0	0	0	1	0
3814	4	1	0	0	0	0	0	0	0	0	0	1	0
3815	4	1	0	0	0	0	0	0	0	0	0	1	0
3816	4	0	0	1	0	0	0	0	0	0	0	0	0
3817	4	0	0	0	0	0	0	0	0	0	0	0	0
3818	4	0	0	0	0	0	0	0	0	0	0	1	0
3819	4	1	0	0	0	0	0	0	0	0	0	1	0
3820	4	1	0	0	0	0	0	0	0	0	0	0	0
3821	4	0	0	0	0	0	0	0	0	0	0	0	0
3822	4	0	0	0	0	0	0	0	0	0	0	1	0
3823	4	0	0	0	0	0	0	0	0	0	0	0	0
3824	4	0	0	0	0	0	0	0	0	0	0	0	0
3825	4	0	0	0	0	1	0	0	0	0	0	0	0
3826	4	0	0	0	0	0	0	0	0	0	0	0	0
3827	2	0	0	1	0	1	0	0	0	0	0	0	0
3828	4	0	0	0	0	0	0	0	0	0	0	0	0
3829	4	1	0	0	0	0	0	0	0	0	0	0	0
3830	4	0	0	0	0	0	0	0	0	0	0	0	0
3831	4	0	0	0	0	1	0	0	0	0	0	0	0
3832	4	0	0	0	0	0	0	0	0	0	0	0	0
3833	4	1	0	0	0	0	0	0	0	0	0	0	0
3834	2	0	0	1	0	1	0	0	0	0	0	0	0
3835	2	0	0	0	1	0	0	0	0	0	0	0	0
3836	2	0	0	0	0	1	0	0	0	0	0	0	0
3837	2	1	0	0	0	0	0	0	0	0	0	0	0
3838	2	1	0	0	0	0	0	0	0	0	0	0	0
3839	4	0	0	0	0	0	0	0	0	0	0	0	0
3840	4	0	0	0	0	0	0	0	0	0	0	0	0
3841	4	0	0	0	0	0	0	0	0	0	0	0	0
3842	4	0	0	0	0	0	0	0	0	0	0	0	0
3843	4	1	0	0	0	0	0	0	0	0	0	1	0
3844	4	0	0	0	0	0	0	0	0	0	1	1	0
3845	4	0	0	0	0	0	0	0	0	0	0	0	0
3846	4	0	0	0	0	0	0	0	0	0	0	0	0
3847	4	0	0	0	0	0	0	0	0	0	0	0	0
3848	4	0	0	0	0	0	0	0	0	0	0	0	0
3849	4	0	0	0	0	0	0	0	0	0	0	0	0
3850	4	1	0	0	0	1	0	0	0	0	0	0	0
3851	4	0	0	0	0	0	0	0	0	0	0	0	0
3852	4	0	0	0	0	0	0	0	0	0	0	0	0
3853	4	0	0	0	0	0	0	0	0	0	0	1	0
3854	4	0	0	0	0	0	0	0	0	0	0	0	0
3855	4	0	0	0	0	0	0	0	0	0	0	0	0
3856	4	1	0	0	0	0	0	0	0	0	0	0	0
3857	4	0	0	0	0	0	0	0	0	0	0	0	0
3858	4	1	0	0	0	0	0	0	0	0	0	1	0
3859	4	0	0	0	0	0	0	0	0	0	0	0	0
3860	4	0	0	0	0	0	0	0	0	0	0	1	0
3861	2	1	0	0	0	0	0	0	0	0	0	0	0
3862	2	1	0	0	0	0	0	0	0	0	0	0	0
3863	2	0	0	0	0	0	0	0	0	0	0	0	0
3864	4	0	0	0	0	0	0	0	0	0	0	0	0
3865	4	0	0	0	0	0	0	0	0	0	0	1	0
3866	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3867	2	1	0	0	0	0	0	0	0	0	0	0	0
3868	2	1	0	0	0	0	0	0	0	0	0	0	0
3869	2	0	0	0	0	0	0	0	0	0	0	0	0
3870	4	0	0	0	1	0	0	0	0	0	0	0	0
3871	4	1	0	0	0	0	0	0	0	1	0	0	0
3872	4	0	0	0	0	0	0	0	0	0	0	0	0
3873	4	1	0	0	0	0	0	0	0	0	0	0	0
3874	4	1	0	0	0	0	0	0	0	0	0	0	0
3875	4	1	0	0	0	0	0	0	0	0	0	0	0
3876	2	0	0	0	0	0	0	0	0	0	0	0	0
3877	2	1	0	0	0	0	0	0	0	0	0	0	0
3878	4	1	0	0	0	0	0	0	0	0	0	0	0
3879	2	0	0	0	0	0	0	0	0	0	0	0	0
3880	2	0	0	0	0	0	0	0	0	0	0	0	0
3881	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3882	4	1	0	0	0	0	0	0	0	0	0	0	0
3883	4	0	0	0	0	0	0	0	0	0	0	0	0
3884	4	1	0	0	0	0	0	0	0	0	0	0	0
3885	4	0	0	0	0	0	0	0	0	0	0	0	0
3886	4	1	0	0	0	0	0	0	0	0	0	0	0
3887	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3888	4	1	0	0	0	0	0	0	0	0	0	0	0
3889	4	0	0	0	0	0	0	0	1	0	0	0	0
3890	4	1	0	0	0	0	0	0	1	0	0	0	0
3891	4	1	0	0	0	0	0	0	0	1	0	0	0
3892	4	0	0	0	0	0	0	0	0	0	0	0	0
3893	4	1	0	0	0	0	0	0	0	0	0	0	0
3894	2	0	0	0	0	0	0	0	0	0	0	0	0
3895	4	0	0	0	0	0	0	0	0	0	0	0	0
3896	4	1	0	0	0	0	0	0	0	0	0	1	0
3897	4	0	0	0	0	0	0	0	0	0	0	0	0
3898	4	1	0	0	0	0	0	0	0	0	0	0	0
3899	4	1	0	0	0	0	0	0	0	0	0	0	0
3900	4	0	0	0	0	0	0	0	0	0	0	0	0
3901	4	1	0	0	0	0	0	0	0	0	0	0	0
3902	4	0	0	0	0	0	0	0	0	0	0	0	0
3903	4	0	0	0	0	0	0	0	1	0	0	0	0
3904	4	1	0	0	0	0	0	0	0	0	0	0	0
3905	4	1	0	0	0	0	0	0	0	0	0	0	0
3906	4	1	0	0	0	0	0	0	0	0	0	1	0
3907	4	1	0	0	0	0	0	0	0	0	0	0	0
3908	4	0	0	0	0	0	0	0	0	0	0	0	0
3909	4	0	0	0	0	0	0	0	0	0	0	0	0
3910	4	0	0	0	0	0	0	0	0	0	0	0	0
3911	4	0	0	0	0	0	0	0	0	0	0	0	0
3912	4	0	0	0	0	0	0	0	0	0	0	0	0
3913	4	1	0	0	0	0	0	0	0	1	0	0	0
3914	4	0	0	0	0	0	0	0	0	0	0	0	0
3915	4	1	0	0	0	0	0	0	0	0	0	0	0
3916	4	0	0	0	0	0	0	0	0	0	0	0	0
3917	4	1	0	0	0	0	0	0	0	0	0	0	0
3918	4	1	0	0	0	0	0	0	0	0	0	0	0
3919	3	1	0	0	0	0	0	0	0	0	0	0	0
3920	4	1	0	0	0	0	0	0	0	0	0	0	0
3921	4	1	0	0	0	0	0	0	0	1	0	0	0
3922	4	0	0	0	0	0	0	0	1	0	0	0	0
3923	4	0	0	0	0	0	0	0	1	0	0	0	0
3924	4	1	0	0	0	0	0	0	0	0	0	0	0
3925	2	1	0	0	0	0	0	0	0	0	0	0	0
3926	2	1	0	0	0	0	0	0	0	0	0	0	0
3927	2	0	0	0	0	0	0	0	0	0	0	0	0
3928	2	1	0	0	0	0	0	0	0	1	0	0	0
3929	2	0	0	0	0	0	0	0	0	0	0	0	0
3930	2	0	0	0	0	0	0	0	0	0	0	0	0
3931	2	1	0	0	0	0	0	0	0	0	0	0	0
3932	2	1	0	0	0	0	0	0	0	0	0	0	0
3933	2	0	0	0	0	0	0	0	0	0	0	0	0
3934	4	0	0	0	0	0	0	0	0	0	0	0	0
3935	4	0	0	0	0	0	0	0	0	0	0	0	0
3936	4	0	0	0	0	0	0	0	1	0	0	0	0
3937	4	1	0	0	0	0	0	0	1	0	0	0	0
3938	4	1	0	0	0	0	0	0	0	0	0	0	0
3939	4	1	0	0	0	0	0	0	0	0	0	0	0
3940	4	0	0	0	0	1	0	0	0	0	0	0	0
3941	1	0	0	0	0	1	0	0	0	0	0	0	0
3942	4	0	0	0	0	0	0	0	0	0	0	0	0
3943	4	1	0	0	0	0	0	0	0	0	0	0	0
3944	4	1	0	0	0	1	0	0	0	0	0	0	0
3945	4	0	0	0	0	1	0	0	0	0	0	0	0
3946	4	0	0	0	0	1	0	0	0	0	0	0	0
3947	4	1	0	0	0	0	0	0	0	0	0	0	0
3948	4	1	0	0	0	0	0	1	0	0	0	0	0
3949	4	1	0	0	0	0	0	0	0	0	0	0	0
3950	4	1	0	0	0	0	0	0	0	0	0	0	0
3951	4	0	0	0	0	0	0	0	0	0	0	0	0
3952	4	1	0	0	0	0	0	0	0	0	0	0	0
3953	2	0	0	0	0	0	0	0	0	0	0	0	0
3954	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3955	4	0	0	0	0	0	0	0	0	0	0	0	0
3956	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3957	4	1	0	0	0	1	0	0	0	0	0	0	0
3958	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3959	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3960	4	0	0	0	0	0	0	0	0	0	0	0	0
3961	4	0	0	0	0	0	0	0	0	0	0	0	0
3962	4	0	0	0	0	0	0	0	0	0	0	0	0
3963	2	1	0	0	0	1	0	0	0	0	0	0	0
3964	2	1	1	0	0	1	0	0	0	0	0	0	0
3965	4	1	1	0	0	0	0	0	0	0	0	0	0
3966	4	1	1	0	0	1	0	0	0	0	0	0	0
3967	2	0	0	0	0	0	0	0	0	0	0	0	0
3968	4	0	0	0	0	0	0	0	0	0	0	0	0
3969	4	1	0	0	0	0	0	0	0	0	0	0	0
3970	4	0	0	0	0	0	0	0	0	0	0	0	0
3971	4	0	0	0	0	0	0	0	0	0	0	0	0
3972	4	0	0	0	0	0	0	0	0	0	0	0	0
3973	2	1	1	0	1	0	0	0	0	0	0	1	0
3974	4	0	0	0	0	0	0	0	0	0	0	0	0
3975	2	0	0	0	0	0	0	0	0	0	0	0	0
3976	4	0	0	0	0	0	0	0	0	0	0	0	0
3977	4	1	0	0	0	0	0	0	0	1	0	0	0
3978	4	0	0	0	0	0	0	0	0	0	0	0	0
3979	4	0	0	0	0	0	0	0	0	0	0	0	0
3980	4	0	0	0	0	0	0	0	0	0	0	0	0
3981	4	1	0	0	0	0	0	0	0	0	0	0	0
3982	4	0	0	0	0	0	0	0	1	0	0	0	0
3983	4	1	0	0	0	0	0	0	1	0	0	0	0
3984	4	0	0	0	0	0	0	0	0	0	0	0	0
3985	4	1	0	0	0	0	0	0	0	0	0	0	0
3986	4	0	0	0	0	0	0	0	0	0	0	0	0
3987	4	0	0	0	0	0	0	0	0	0	0	0	0
3988	4	1	0	0	0	0	0	0	0	0	0	0	0
3989	4	1	0	0	0	0	0	0	0	1	0	0	0
3990	4	0	0	0	0	0	0	0	0	0	0	0	0
3991	4	0	0	0	0	0	0	0	0	0	0	0	0
3992	4	1	0	0	0	0	0	0	0	0	0	0	0
3993	4	0	0	0	0	0	0	0	0	0	0	0	0
3994	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3995	4	1	0	0	0	1	0	0	0	0	0	0	0
3996	2	1	0	0	0	0	0	1	0	0	0	0	0
3997	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3998	2	1	0	0	0	0	0	1	0	0	0	0	0
3999	4	1	0	0	0	0	0	0	0	0	0	0	0
4000	4	1	0	0	0	0	0	0	0	0	0	1	0
4001	4	0	0	0	0	0	0	0	0	0	0	0	0
4002	4	0	0	0	0	0	0	0	0	0	0	0	0
4003	4	1	0	0	0	0	0	0	0	0	0	0	0
4004	4	0	0	0	0	0	0	0	0	0	0	0	0
4005	4	1	0	0	0	0	0	0	0	0	0	0	0
4006	4	1	0	0	0	0	0	0	0	0	0	0	0
4007	4	0	0	0	0	0	0	0	0	0	0	0	0
4008	4	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
4009	4	0	0	0	1	0	0	0	0	0	0	0	0
4010	4	0	0	0	1	0	0	0	0	0	0	0	0
4011	4	0	0	0	1	0	0	0	0	0	0	0	0
4012	4	0	0	0	1	0	0	0	0	0	0	0	0
4013	4	0	0	0	1	0	0	0	0	0	0	0	0
4014	4	0	0	0	1	0	0	0	0	0	0	0	0
4015	4	0	0	0	1	0	0	0	0	0	0	0	0
4016	2	0	0	0	0	0	0	0	0	0	0	1	0
4017	4	1	0	0	0	0	0	0	0	1	0	0	0
4018	1	0	0	0	0	0	0	0	0	0	0	0	0
4019	3	0	0	0	0	0	0	0	0	0	0	1	0
4020	4	0	0	0	0	0	1	0	0	0	0	0	0
4021	4	1	0	0	0	0	0	0	0	1	0	0	0
4022	4	1	0	0	0	0	0	0	0	0	0	1	0
4023	4	0	0	0	0	0	0	0	0	0	0	0	0
4024	4	0	0	0	0	0	0	0	0	0	0	0	0
4025	4	0	0	0	0	0	0	0	0	0	0	0	0
4026	4	1	0	0	0	0	0	0	0	0	0	0	0
4027	4	1	0	0	0	0	0	0	0	1	0	0	0
4028	4	1	0	0	0	0	0	0	0	0	0	0	0
4029	4	0	0	0	0	0	0	0	0	0	0	0	0
4030	4	0	0	0	0	0	0	0	0	0	0	0	0
4031	4	0	0	0	0	0	0	0	0	0	0	0	0
4032	4	1	0	0	0	0	0	0	0	0	0	0	0
4033	4	1	0	0	0	0	0	0	0	0	0	0	0
4034	4	0	0	0	0	0	0	0	0	0	0	0	0
4035	4	0	0	0	0	0	0	0	0	0	1	0	0
4036	4	0	0	0	0	0	0	0	0	0	0	0	0
4037	4	0	0	0	0	0	0	0	0	0	0	0	0
4038	4	0	0	0	0	0	0	0	0	0	0	0	0
4039	4	1	0	0	0	0	0	0	0	0	0	0	0
4040	4	0	0	0	0	0	0	0	0	0	0	0	0
4041	4	1	0	0	0	0	0	0	0	0	0	0	0
4042	4	1	0	0	0	0	0	0	0	0	0	0	0
4043	4	1	0	0	0	0	0	0	0	0	0	0	0
4044	4	0	0	0	0	0	0	0	0	0	0	0	0
4045	4	0	0	0	0	0	0	0	0	0	0	0	0
4046	4	1	0	0	0	0	0	0	0	0	0	0	0
4047	2	0	0	0	0	0	0	0	0	0	0	0	0
4048	2	1	0	0	0	0	0	0	0	0	0	0	0
4049	4	0	0	0	0	0	0	0	0	0	0	0	0
4050	4	0	0	0	0	0	0	0	0	0	0	0	1
4051	4	0	0	0	1	0	0	0	0	0	0	0	0
4052	4	1	1	0	0	0	0	0	0	0	0	0	0
4053	4	1	1	0	0	0	0	0	0	0	0	0	0
4054	4	1	1	0	0	0	0	0	0	0	0	0	0
4055	4	1	1	0	0	0	0	0	0	0	0	0	0
4056	4	1	1	0	0	0	0	0	0	0	0	0	0
4057	4	1	1	0	0	0	0	0	0	0	0	0	0
4058	4	1	1	0	0	0	0	0	0	0	0	0	0
4059	4	1	1	0	0	0	0	0	0	0	0	0	0
4060	2	0	0	0	0	0	0	0	0	0	0	0	0
4061	2	1	0	0	0	0	0	0	0	0	0	1	0
4062	2	1	0	0	0	0	0	0	0	0	0	1	0
4063	2	0	0	0	0	0	0	0	0	0	0	0	0
4064	2	1	0	0	0	0	0	0	0	1	0	1	0
4065	2	0	0	0	0	0	0	0	0	0	0	0	0
4066	4	1	0	0	0	0	0	0	0	0	1	0	0
4067	4	1	0	0	0	0	0	0	0	0	0	0	0
4068	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4069	2	1	0	0	0	0	0	0	0	1	0	0	0
4070	4	1	0	0	0	0	0	0	0	0	0	0	0
4071	2	1	0	0	0	0	0	0	0	0	0	0	0
4072	4	0	0	0	0	0	0	0	0	0	0	0	0
4073	2	0	0	1	0	1	0	0	0	0	0	0	0
4074	4	0	0	0	0	0	0	0	1	0	0	0	0
4075	NA	0	0	0	0	0	0	0	0	0	0	0	0
4076	4	0	0	0	0	0	0	0	0	0	0	0	0
4077	2	1	0	0	0	0	0	0	0	0	0	0	0
4078	4	0	0	0	0	0	0	0	0	0	0	0	0
4079	4	0	0	0	0	0	0	0	0	0	0	0	0
4080	4	1	0	0	0	0	0	0	0	0	0	0	0
4081	4	0	0	0	0	0	0	0	0	0	0	0	0
4082	4	0	0	0	0	0	0	0	0	0	0	1	0
4083	4	0	0	0	0	0	0	0	0	0	0	0	0
4084	4	0	0	0	0	0	1	0	0	0	0	0	0
4085	4	0	0	0	0	0	0	0	0	0	0	0	1
4086	4	0	0	0	0	0	0	0	0	0	0	1	0
4087	1	0	0	0	0	0	0	0	0	0	0	0	0
4088	4	1	0	0	0	0	0	0	0	1	0	0	0
4089	4	0	0	0	0	0	0	0	0	0	0	0	0
4090	4	0	0	0	0	0	0	0	0	0	0	0	0
4091	4	0	0	0	0	0	0	0	0	0	0	0	0
4092	4	0	0	0	0	0	0	0	0	0	0	1	0
4093	4	0	0	0	0	0	0	0	0	0	0	0	0
4094	4	0	0	0	0	0	0	0	0	0	0	0	0
4095	4	0	0	0	0	0	0	0	0	0	0	0	0
4096	4	0	0	0	0	0	0	0	0	0	0	0	0
4097	4	0	0	0	0	0	0	0	0	0	0	0	0
4098	4	0	0	0	0	0	0	0	0	0	0	0	0
4099	4	0	0	0	0	0	0	0	0	0	0	0	0
4100	4	0	0	0	0	0	0	0	0	0	0	0	1
4101	4	0	0	0	0	0	0	0	0	0	0	0	0
4102	4	1	0	0	0	0	0	0	0	0	0	0	0
4103	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4104	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4105	4	1	0	0	0	0	0	0	0	0	0	0	0
4106	4	1	0	0	0	0	0	0	0	1	0	0	0
4107	4	1	0	0	0	0	0	0	0	0	0	0	0
4108	4	0	0	0	0	0	0	0	0	0	0	0	0
4109	4	0	0	0	0	0	0	0	1	0	0	0	0
4110	4	1	0	0	0	0	0	0	1	0	0	0	0
4111	4	1	0	0	0	0	0	0	0	1	0	0	0
4112	3	0	0	0	0	0	0	0	0	0	0	0	0
4113	2	1	0	0	0	0	0	0	0	0	0	0	0
4114	2	1	0	0	0	0	0	0	0	0	0	0	0
4115	2	0	0	0	0	0	0	0	0	0	1	0	0
4116	2	1	0	0	0	0	0	0	0	0	0	0	0
4117	2	1	0	0	0	0	0	0	0	0	0	0	0
4118	2	1	0	0	0	0	0	0	0	0	0	0	0
4119	2	0	0	0	0	0	0	0	0	0	0	0	0
4120	4	1	0	0	0	0	0	0	0	0	0	0	0
4121	4	1	0	0	0	0	0	0	0	0	0	0	0
4122	4	0	0	0	0	0	0	0	0	0	0	0	0
4123	4	1	0	0	0	0	0	0	0	0	0	0	0
4124	4	1	0	0	0	0	0	0	0	0	0	0	0
4125	4	1	0	0	0	0	0	0	0	0	0	0	0
4126	4	0	0	0	0	0	0	0	0	0	0	0	0
4127	4	0	0	0	0	0	0	0	0	0	0	0	0
4128	4	1	0	0	0	0	0	0	0	0	0	0	0
4129	4	1	0	0	0	0	0	0	0	0	0	0	0
4130	4	1	0	0	0	0	0	0	0	0	0	0	0
4131	4	1	0	0	0	0	0	0	0	0	1	0	0
4132	4	1	0	0	0	0	0	0	0	0	0	0	0
4133	4	0	0	0	0	0	0	0	0	0	0	0	0
4134	4	0	0	0	0	0	0	0	0	0	0	0	0
4135	4	1	0	0	0	0	0	0	0	0	0	0	0
4136	4	1	0	0	0	0	0	0	0	0	0	0	0
