id	race	gender	sex.worker	pimp	sex.work.client	drug.dealer	drug.cook	thief	retired	housewife	disabled	unemployed	homeless
2721	4	0	0	0	0	0	0	0	0	0	0	0	0
2722	4	0	0	1	0	0	0	0	0	0	0	0	0
2723	4	0	0	0	0	0	0	0	0	0	0	0	0
2724	4	1	0	0	0	0	0	0	0	0	0	0	0
2725	4	1	0	0	0	0	0	0	0	0	0	1	0
2726	4	0	0	0	0	0	0	0	0	0	0	0	0
2727	4	0	0	0	0	0	0	0	0	0	0	0	0
2728	4	1	0	0	0	0	0	0	0	0	0	0	0
2729	4	1	0	0	0	0	0	0	0	0	0	0	0
2730	4	0	0	0	0	0	0	0	0	0	0	0	0
2731	4	1	0	0	0	0	0	0	0	0	0	0	0
2732	4	1	0	0	0	0	0	0	0	0	0	0	0
2733	4	0	0	0	0	1	0	0	0	0	0	0	0
2734	4	1	0	0	0	0	0	0	0	0	0	0	0
2735	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2736	4	1	0	0	0	0	0	0	0	0	0	0	0
2737	4	1	0	0	0	0	0	0	0	0	0	0	0
2738	2	0	0	0	0	0	0	0	0	0	0	1	0
2739	2	0	0	0	0	0	0	0	0	0	0	0	0
2740	2	0	0	0	0	0	1	0	0	0	0	0	0
2741	1	1	0	0	0	0	0	0	1	0	0	0	0
2742	2	0	0	0	0	0	0	0	0	0	0	0	0
2743	4	1	0	0	0	0	0	0	1	0	0	0	0
2744	4	0	0	0	0	0	0	0	0	0	0	0	0
2745	4	0	0	0	0	0	0	0	0	0	0	0	0
2746	4	0	0	0	0	0	0	0	0	0	0	0	0
2747	4	1	1	0	0	0	0	0	0	0	0	0	0
2748	2	0	0	0	0	1	0	0	0	0	0	0	0
2749	2	0	0	0	0	0	0	0	0	0	0	1	0
2750	4	1	0	0	0	0	0	0	0	1	0	0	0
2751	4	1	0	0	0	0	0	0	0	0	0	0	0
2752	4	1	0	0	0	0	0	0	0	0	0	0	1
2753	4	1	0	0	0	0	0	0	0	0	1	0	0
2754	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2755	4	1	0	0	0	0	0	0	0	0	1	0	0
2756	4	1	0	0	0	0	0	0	0	0	0	0	1
2757	4	1	0	0	0	0	0	0	0	0	0	0	0
2758	4	0	0	0	0	0	0	0	0	0	0	0	1
2759	4	0	0	0	0	0	0	0	0	0	1	0	1
2760	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2761	2	0	0	0	0	0	0	0	1	0	0	0	0
2762	4	0	0	0	0	0	0	0	1	0	0	0	0
2763	4	1	0	0	0	0	0	0	0	1	0	0	0
2764	4	1	0	0	0	0	0	0	0	1	0	0	0
2765	4	1	1	0	0	0	0	0	0	0	0	0	0
2766	4	1	0	0	0	0	0	0	0	1	0	0	0
2767	4	0	0	0	0	0	0	0	0	0	0	0	0
2768	4	1	0	0	0	0	0	0	0	1	0	0	0
2769	4	1	0	0	0	0	0	0	0	0	0	0	0
2770	4	1	0	0	0	0	0	0	0	0	0	0	0
2771	4	1	0	0	0	0	0	0	0	0	0	0	0
2772	4	1	0	0	0	0	0	0	0	0	0	0	0
2773	4	0	0	0	0	0	0	0	0	0	0	0	0
2774	4	0	0	0	0	0	0	0	0	0	0	0	0
2775	4	1	0	0	0	0	0	0	0	0	0	0	0
2776	4	1	0	0	0	1	0	0	0	0	0	0	0
2777	4	1	0	0	0	0	0	0	0	1	0	0	0
2778	4	0	0	0	0	0	0	0	0	0	0	0	0
2779	4	0	0	0	0	0	0	0	1	0	0	0	0
2780	4	0	0	0	0	0	0	0	0	0	0	0	0
2781	4	0	0	0	0	0	0	0	0	0	0	0	0
2782	2	0	0	0	0	0	0	0	0	0	0	1	0
2783	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2784	2	1	0	0	0	0	0	0	0	0	0	0	0
2785	2	1	0	0	0	0	0	0	0	0	0	0	0
2786	2	1	0	0	0	0	0	0	0	0	0	0	0
2787	NA	0	0	0	0	0	0	0	0	0	0	0	0
2788	2	0	0	0	0	0	0	0	0	0	0	0	0
2789	2	1	0	0	0	0	0	0	0	1	0	0	0
2790	2	0	0	0	0	0	0	0	0	0	0	1	0
2791	4	0	0	0	1	0	0	0	0	0	0	0	0
2792	2	1	0	0	0	0	0	0	0	0	0	0	0
2793	4	1	0	0	0	0	0	0	0	0	0	0	0
2794	4	1	0	0	0	0	0	0	0	0	0	0	0
2795	2	1	0	0	0	0	0	1	0	0	0	0	0
2796	2	1	0	0	0	0	0	1	0	0	0	0	0
2797	4	1	0	0	0	0	0	0	0	0	0	1	0
2798	4	0	0	0	0	0	0	0	0	0	0	0	0
2799	4	1	0	0	0	0	0	0	0	0	0	0	0
2800	4	0	0	0	0	0	0	0	0	0	0	0	0
2801	4	0	0	0	0	0	0	0	0	0	0	0	0
2802	4	1	0	0	0	0	0	0	0	0	0	0	0
2803	2	0	0	0	0	1	0	0	0	0	0	0	0
2804	4	0	0	0	0	0	0	0	0	0	0	1	0
2805	4	1	0	0	0	0	0	0	0	0	0	1	0
2806	4	0	0	0	0	0	0	0	0	0	0	0	0
2807	4	1	0	0	0	0	0	0	0	0	0	0	0
2808	4	0	0	0	0	0	0	0	0	0	0	0	0
2809	4	0	0	0	0	0	0	0	0	0	0	0	0
2810	4	0	0	0	0	1	0	0	0	0	0	0	0
2811	4	0	0	0	0	0	0	0	0	0	0	0	0
2812	4	0	0	0	0	0	0	0	0	0	0	0	0
2813	4	0	0	0	0	0	0	0	0	0	0	0	0
2814	3	0	0	0	0	1	0	0	0	0	0	0	0
2815	4	0	0	0	0	0	0	0	0	0	0	1	0
2816	4	0	0	0	0	0	0	0	0	0	0	1	0
2817	4	0	0	0	0	0	0	0	0	0	0	0	0
2818	4	1	0	0	0	0	0	0	0	0	0	1	0
2819	4	1	0	0	0	0	0	0	0	0	0	0	0
2820	4	1	0	0	0	0	0	0	0	0	0	0	0
2821	4	1	0	0	0	0	0	0	0	0	0	0	0
2822	4	0	0	0	0	0	0	0	0	0	0	0	0
2823	2	0	0	0	0	0	0	0	0	0	0	0	0
2824	4	1	0	0	0	0	0	0	0	0	0	0	0
2825	3	0	0	0	0	0	0	0	0	0	0	0	0
2826	4	0	0	0	0	0	0	0	0	0	0	0	0
2827	4	0	0	0	0	0	0	1	0	0	0	0	0
2828	4	1	0	0	0	0	0	0	0	0	0	0	0
2829	4	0	0	0	0	1	0	1	0	0	0	1	0
2830	4	0	0	0	0	0	0	1	0	0	0	0	0
2831	4	1	0	0	0	0	0	0	0	0	0	0	0
2832	4	1	0	0	0	0	0	0	0	0	0	0	0
2833	4	0	0	0	0	0	0	0	0	0	0	0	0
2834	4	1	0	0	0	0	0	0	0	1	0	0	0
2835	4	0	0	0	0	0	0	0	1	0	0	0	0
2836	4	1	0	0	0	0	0	0	0	1	0	0	0
2837	4	0	0	0	0	0	0	0	0	0	0	0	0
2838	4	0	0	0	0	0	0	0	0	0	0	0	0
2839	4	1	0	0	0	0	0	0	0	0	0	0	0
2840	4	1	0	0	0	0	0	0	0	0	0	0	0
2841	4	1	0	0	0	0	0	0	0	0	0	0	0
2842	4	1	0	0	0	0	0	0	0	1	0	0	0
2843	4	1	0	0	0	0	0	0	0	0	0	0	0
2844	4	1	0	0	0	0	0	0	0	0	0	0	0
2845	4	1	0	0	0	0	0	0	0	0	0	0	0
2846	4	0	0	0	0	0	0	0	0	0	0	0	0
2847	4	1	0	0	0	0	0	0	0	0	0	0	0
2848	4	0	0	0	0	0	0	0	0	0	0	0	0
2849	4	1	0	0	0	0	0	0	0	0	0	0	0
2850	4	0	0	0	0	1	0	0	0	0	0	0	0
2851	4	0	0	0	0	0	0	0	0	0	0	0	0
2852	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2853	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2854	4	1	0	0	0	0	0	0	0	0	0	0	0
2855	4	1	0	0	0	0	0	0	0	0	0	0	0
2856	4	0	0	0	0	0	0	0	0	0	0	0	0
2857	4	0	0	0	0	0	0	1	0	0	0	0	0
2858	4	0	0	0	0	0	0	0	0	0	0	0	0
2859	4	0	0	0	0	1	0	0	0	0	0	0	0
2860	4	0	0	0	0	0	0	1	0	0	0	0	0
2861	4	0	0	0	0	0	0	1	0	0	0	0	0
2862	4	0	0	0	0	0	0	0	0	0	0	0	0
2863	2	0	0	0	0	1	0	0	0	0	0	1	0
2864	2	0	0	0	0	0	1	0	0	0	0	0	0
2865	2	0	0	0	0	0	0	0	0	0	0	0	0
2866	2	1	0	0	0	0	0	0	0	1	0	0	0
2867	2	0	0	0	0	0	0	0	0	0	0	0	0
2868	2	0	0	0	0	0	0	0	0	0	0	0	0
2869	2	1	0	0	0	0	0	0	0	0	0	0	0
2870	2	0	0	0	0	0	0	0	0	0	0	0	0
2871	2	0	0	0	0	0	0	0	0	0	0	0	0
2872	2	1	0	0	0	0	0	0	0	0	0	0	0
2873	4	0	0	0	0	0	0	0	0	0	0	0	0
2874	4	0	0	0	0	0	0	0	0	0	0	0	0
2875	4	0	0	0	0	0	0	0	0	0	0	1	0
2876	4	0	0	0	0	0	0	0	0	0	0	0	0
2877	4	0	0	0	0	0	0	0	0	0	0	0	0
2878	4	1	0	0	0	0	0	0	0	0	0	0	0
2879	4	1	0	0	0	0	0	0	0	0	0	0	0
2880	2	1	0	0	0	0	0	0	0	0	0	0	0
2881	2	1	0	0	0	0	0	0	0	0	0	0	0
2882	2	0	0	0	0	0	0	0	0	0	0	0	0
2883	2	1	0	0	0	0	0	0	0	0	0	0	0
2884	2	0	0	0	0	0	0	0	0	0	0	0	0
2885	2	0	0	0	0	0	0	0	0	0	0	0	0
2886	2	1	0	0	0	0	0	0	0	0	0	0	0
2887	4	1	0	0	0	0	0	0	0	0	0	0	0
2888	4	1	0	0	0	0	0	0	0	0	0	0	0
2889	4	1	0	0	0	0	0	0	0	0	0	0	0
2890	4	0	0	0	0	0	0	0	0	0	0	0	0
2891	4	1	0	0	0	0	0	0	0	0	0	0	0
2892	4	0	0	0	0	0	0	0	0	0	0	0	0
2893	4	0	0	0	0	0	0	0	0	0	0	0	0
2894	4	1	0	0	0	0	0	0	0	0	0	0	0
2895	4	0	0	0	0	0	0	0	0	0	0	0	0
2896	2	1	0	0	0	0	0	0	0	1	0	0	0
2897	4	0	0	0	0	0	0	0	0	0	0	0	0
2898	4	0	0	0	0	0	0	0	0	0	0	0	0
2899	4	0	0	0	0	0	0	0	0	0	0	0	0
2900	4	0	0	0	0	0	0	0	0	0	0	1	0
2901	4	0	0	0	0	0	0	0	0	0	0	0	0
2902	4	0	0	0	0	0	0	0	0	0	0	0	0
2903	4	0	0	0	0	0	1	0	0	0	0	0	0
2904	4	0	0	0	0	0	1	0	0	0	0	0	0
2905	2	0	0	0	0	0	0	0	0	0	0	0	0
2906	4	0	0	0	0	0	0	0	0	0	0	0	0
2907	4	0	0	0	0	0	0	0	0	0	0	0	0
2908	4	0	0	0	0	0	0	0	0	0	0	0	0
2909	4	0	0	0	0	0	0	0	0	0	0	0	0
2910	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2911	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2912	2	0	0	0	0	0	0	0	0	0	1	0	0
2913	1	1	0	0	0	0	0	0	0	0	0	0	0
2914	2	0	0	0	0	0	0	0	0	0	0	0	0
2915	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2916	4	0	0	0	0	0	0	0	0	0	0	1	0
2917	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2918	2	1	0	0	0	0	0	0	0	0	0	0	0
2919	2	1	0	0	0	0	0	0	0	0	0	0	0
2920	2	0	0	0	0	0	0	0	0	0	0	0	0
2921	4	1	0	0	0	0	0	0	0	0	0	0	0
2922	2	1	0	0	0	0	0	0	0	0	0	0	0
2923	2	0	0	0	0	0	0	0	0	0	0	0	0
2924	4	0	0	0	0	1	0	0	0	0	0	1	0
2925	4	0	0	0	0	0	0	0	0	0	0	1	0
2926	2	0	0	0	0	0	0	0	0	0	1	0	0
2927	4	1	0	0	0	0	0	0	0	1	0	0	0
2928	4	1	0	0	0	0	0	0	0	0	0	0	0
2929	4	0	0	0	0	0	0	0	0	0	0	0	0
2930	4	0	0	0	0	0	0	0	0	0	0	0	0
2931	4	0	0	0	0	0	0	0	0	0	0	0	0
2932	4	0	0	0	0	0	0	0	0	0	0	0	1
2933	4	0	0	0	0	0	0	0	0	0	0	0	0
2934	3	0	0	0	0	0	0	0	0	0	0	0	0
2935	4	1	0	0	0	0	0	0	0	0	0	0	0
2936	4	1	0	0	0	0	0	0	0	0	0	1	0
2937	4	1	0	0	0	0	0	0	0	0	0	0	0
2938	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2939	4	0	0	0	0	0	0	0	0	0	0	0	0
2940	4	0	0	0	0	0	0	0	0	0	0	0	0
2941	4	0	0	0	0	0	0	0	0	0	0	0	0
2942	4	0	0	0	0	0	0	0	0	0	0	0	0
2943	4	0	0	0	0	0	0	0	0	0	0	0	0
2944	4	0	0	0	0	0	0	0	0	0	0	0	0
2945	4	0	0	0	0	0	0	0	0	0	0	0	0
2946	4	0	0	0	0	0	0	0	0	0	0	0	0
2947	4	0	0	0	0	0	0	0	0	0	0	0	0
2948	4	0	0	0	0	0	0	0	0	0	0	0	0
2949	2	0	0	1	0	1	0	0	0	0	0	0	0
2950	4	0	0	0	0	1	0	0	0	0	0	0	1
2951	4	0	0	0	0	0	0	0	0	0	0	0	0
2952	4	0	0	0	0	0	0	0	0	0	0	0	0
2953	2	0	0	0	0	0	0	0	0	0	0	0	0
2954	2	0	0	0	0	0	0	0	0	0	0	0	0
2955	2	0	0	0	0	0	0	0	0	0	0	0	0
2956	2	1	0	0	0	0	0	0	0	1	0	0	0
2957	2	0	0	0	0	0	0	0	0	0	0	0	0
2958	4	0	0	0	0	0	0	0	0	0	0	0	0
2959	4	0	0	0	0	0	0	0	0	0	0	1	0
2960	4	0	0	0	1	0	0	0	0	0	0	0	0
2961	4	0	0	0	1	0	0	0	0	0	0	0	0
2962	4	0	0	0	0	0	0	0	0	0	0	0	0
2963	4	1	0	0	0	0	0	0	0	0	0	0	0
2964	4	0	0	0	0	0	0	0	0	0	0	0	0
2965	4	1	0	0	0	0	0	0	0	0	0	0	0
2966	4	0	0	0	0	0	0	0	0	0	0	0	0
2967	2	0	0	0	0	0	0	0	0	0	0	1	0
2968	3	1	0	0	0	0	0	0	0	0	0	0	0
2969	2	0	0	0	0	0	0	0	0	0	0	0	0
2970	2	0	0	0	0	0	0	0	0	0	0	1	0
2971	2	0	0	0	0	0	0	0	0	0	0	0	0
2972	2	0	0	0	0	0	0	0	0	0	0	0	0
2973	2	0	0	0	0	0	0	0	0	0	0	0	0
2974	4	0	0	0	0	0	0	0	0	0	0	0	0
2975	4	0	0	0	0	0	0	0	0	0	0	0	0
2976	4	0	0	0	0	0	0	0	0	0	0	0	0
2977	4	0	0	0	0	0	0	0	0	0	0	0	0
2978	4	0	0	0	0	0	0	0	0	0	0	1	0
2979	4	0	0	0	0	0	0	0	0	0	0	0	0
2980	4	1	0	0	0	0	0	0	0	0	0	0	0
2981	4	1	0	0	0	0	0	0	0	0	0	0	0
2982	4	0	0	0	0	0	0	0	0	0	0	0	0
2983	4	0	0	0	0	0	0	0	0	0	0	0	0
2984	4	0	0	0	0	0	0	0	0	0	0	0	0
2985	4	0	0	0	0	0	0	0	0	0	0	0	1
2986	4	1	0	0	0	0	0	0	0	0	0	0	0
2987	4	0	0	0	0	0	0	0	0	0	0	0	0
2988	4	0	0	0	0	0	0	0	0	0	0	0	0
2989	4	0	0	0	0	0	0	0	0	0	0	0	0
2990	4	0	0	0	0	0	0	0	0	0	0	0	0
2991	4	0	0	0	0	0	0	0	0	0	0	0	0
2992	2	0	0	0	0	1	0	0	0	0	0	0	0
2993	4	1	1	0	0	0	0	0	0	0	0	0	0
2994	4	0	0	0	1	0	0	0	0	0	0	0	0
2995	4	0	0	0	0	0	0	0	1	0	0	0	0
2996	2	0	0	0	0	0	0	0	0	0	0	0	0
2997	2	1	0	0	0	0	0	0	0	0	0	0	0
2998	2	0	0	0	0	0	0	0	0	0	0	0	0
2999	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3000	4	0	0	0	0	0	0	0	0	0	0	1	0
3001	4	0	0	0	0	0	0	0	0	0	1	1	0
3002	4	0	0	0	0	0	0	0	0	0	1	1	0
3003	4	0	0	0	0	0	0	0	0	0	1	1	1
3004	4	0	0	1	0	0	0	0	0	0	0	1	0
3005	4	1	0	0	0	0	0	0	0	0	0	0	0
3006	4	1	0	0	0	0	0	0	0	0	0	1	0
3007	4	1	0	0	0	0	0	0	0	0	0	1	0
3008	4	1	0	0	0	0	0	0	0	0	0	0	0
3009	4	0	0	0	0	0	1	0	0	0	0	0	0
3010	4	0	0	0	0	0	0	0	0	0	0	0	0
3011	4	0	0	0	0	0	0	0	0	0	0	0	0
3012	4	0	0	0	0	0	0	0	0	0	0	0	0
3013	4	1	0	0	0	0	0	0	0	0	0	0	0
3014	2	0	0	0	0	0	0	0	0	0	0	0	0
3015	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3016	4	0	0	0	0	0	0	0	0	0	0	0	0
3017	2	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
3018	2	0	0	0	1	0	0	0	1	NA	0	0	0
3019	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3020	2	1	0	0	0	0	1	0	0	0	0	0	0
3021	2	0	0	0	0	0	1	0	0	0	0	1	0
3022	2	0	0	0	0	0	0	0	0	0	0	0	0
3023	2	1	0	0	0	0	0	0	0	0	0	0	0
3024	2	0	0	0	0	0	0	0	0	0	0	0	0
3025	2	1	0	0	0	0	1	0	0	0	0	0	0
3026	2	0	0	0	0	0	0	0	0	0	1	0	0
3027	2	1	0	0	0	0	0	0	0	0	0	0	0
3028	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3029	4	0	0	0	0	0	0	0	0	0	0	0	0
3030	4	1	0	0	0	0	0	0	0	0	0	0	0
3031	4	0	0	0	0	0	0	0	0	0	0	0	0
3032	4	0	0	0	0	0	0	0	0	0	0	0	0
3033	4	1	0	0	0	0	0	0	0	0	0	0	0
3034	4	0	0	0	0	0	0	0	0	0	0	0	0
3035	2	1	0	0	0	0	0	0	0	0	0	1	0
3036	2	1	0	0	0	0	0	0	0	0	0	0	0
3037	2	1	0	0	0	0	0	0	0	0	0	0	0
3038	4	0	0	0	0	0	0	0	0	0	0	0	0
3039	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3040	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3041	4	0	0	0	0	0	0	0	0	0	0	0	0
3042	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3043	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3044	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3045	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3046	2	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3047	4	1	0	0	0	0	0	0	0	0	0	0	0
3048	4	1	0	0	0	0	0	0	0	0	0	0	0
3049	4	1	0	0	0	0	0	0	0	0	0	0	0
3050	4	0	0	0	0	0	0	0	0	0	0	0	0
3051	4	1	0	0	0	0	0	0	0	0	0	0	0
3052	4	1	0	0	0	0	0	0	0	0	0	0	0
3053	4	1	0	0	0	0	0	0	0	0	0	0	0
3054	4	1	0	0	0	0	0	0	0	0	0	1	0
3055	4	1	0	0	0	0	0	0	0	0	0	1	0
3056	4	1	0	0	0	0	0	0	0	0	0	0	0
3057	4	1	0	0	0	0	0	0	0	0	0	0	0
3058	4	1	0	0	0	0	0	0	0	0	0	1	0
3059	4	0	0	0	0	0	0	0	0	0	0	0	0
3060	4	1	0	0	0	0	0	0	0	0	0	0	0
3061	4	0	0	0	0	0	0	0	0	0	0	0	0
3062	4	0	0	0	0	0	0	0	0	0	0	0	0
3063	4	1	0	0	0	0	0	0	1	0	1	0	0
3064	4	0	0	0	0	0	0	0	0	0	0	1	0
3065	4	0	0	0	0	0	0	0	0	0	0	1	0
3066	4	0	0	0	0	0	0	0	0	0	0	0	0
3067	4	1	0	0	0	0	0	0	0	0	0	0	0
3068	4	1	0	0	0	0	0	0	1	0	0	0	0
3069	4	0	0	0	1	1	0	0	0	0	0	0	0
3070	2	0	0	0	0	1	0	0	0	0	0	0	0
3071	4	0	0	0	1	0	0	0	0	0	0	0	0
3072	2	0	0	1	0	0	0	0	0	0	0	0	0
3073	4	0	0	0	0	0	0	0	0	0	0	0	0
3074	4	1	0	0	0	0	0	0	0	0	0	1	0
3075	4	0	0	0	0	0	0	0	0	0	0	0	0
3076	4	0	0	0	0	0	0	0	0	0	0	0	0
3077	4	0	0	0	0	0	0	0	0	0	0	0	0
3078	4	1	0	0	0	0	0	0	0	0	0	0	0
3079	4	0	0	0	0	0	0	0	0	0	0	0	0
3080	4	1	0	0	0	0	0	0	1	0	0	0	0
3081	4	0	0	0	0	0	0	0	1	0	0	0	0
3082	4	0	0	0	0	0	0	0	0	0	0	0	0
3083	4	1	0	0	0	0	0	0	0	1	0	0	0
3084	4	0	0	0	0	0	0	0	0	0	0	0	0
3085	4	1	0	0	0	0	0	0	0	0	0	0	0
3086	4	0	0	0	0	0	0	0	0	0	0	0	0
3087	4	0	0	0	0	0	0	0	0	0	0	1	0
3088	4	1	0	0	0	0	0	0	0	0	0	0	0
3089	4	0	0	0	0	1	0	0	0	0	0	0	0
3090	4	0	0	0	0	0	0	0	0	0	0	0	0
3091	4	0	0	0	0	0	0	0	0	0	0	0	0
3092	2	0	0	0	0	0	0	0	0	0	0	0	0
3093	2	0	0	0	0	0	0	0	0	0	0	0	0
3094	2	0	0	0	0	0	0	0	0	0	0	0	0
3095	2	1	0	0	0	0	0	0	0	1	0	0	0
3096	2	0	0	0	0	0	0	0	0	0	0	0	0
3097	2	1	0	0	0	0	0	0	0	1	0	0	0
3098	2	1	0	0	0	0	0	0	0	0	0	0	0
3099	2	0	0	0	0	0	0	0	0	0	0	0	0
3100	2	0	0	0	0	0	0	0	0	0	0	0	0
3101	2	0	0	0	0	0	0	0	0	0	0	0	0
3102	2	0	0	0	0	0	0	0	0	0	0	0	0
3103	2	0	0	0	0	1	0	0	0	0	0	0	0
3104	2	0	0	0	0	0	0	0	0	0	0	0	0
3105	2	1	0	0	0	0	0	0	0	0	0	1	0
3106	4	1	0	0	0	1	0	0	0	0	0	0	0
3107	4	1	0	0	0	0	0	0	0	0	0	0	0
3108	4	1	0	0	0	0	0	0	0	0	0	0	0
3109	4	0	0	0	0	1	0	0	0	0	0	1	0
3110	4	1	0	0	0	0	0	0	0	0	0	1	0
3111	4	0	0	0	0	1	0	0	0	0	0	1	0
3112	4	1	0	0	0	0	0	0	0	1	0	0	0
3113	4	0	0	0	0	0	0	0	0	0	0	0	0
3114	4	0	0	0	0	0	0	0	0	0	0	0	0
3115	4	0	0	0	0	0	0	0	0	0	0	0	0
3116	4	0	0	0	0	0	0	0	0	0	0	0	0
3117	4	1	0	0	0	0	0	0	0	0	0	0	0
3118	1	1	0	0	0	0	0	0	0	0	0	0	0
3119	4	0	0	0	0	0	0	0	0	0	0	0	0
3120	4	0	0	0	0	1	0	0	0	0	0	0	0
3121	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3122	4	1	0	0	0	0	0	0	0	0	0	0	0
3123	4	1	0	0	0	0	0	0	0	0	0	1	0
3124	4	0	0	0	0	0	0	0	0	0	0	0	0
3125	4	0	0	0	0	0	0	0	0	0	0	0	0
3126	4	0	0	0	0	0	0	0	0	0	0	0	0
3127	4	1	1	0	0	0	0	0	0	0	0	1	0
3128	4	1	0	0	0	0	0	0	0	0	0	1	0
3129	4	1	1	0	0	0	0	0	0	0	0	0	0
3130	4	1	1	0	0	0	0	0	0	0	0	1	0
3131	4	1	0	0	0	0	0	0	0	0	0	0	0
3132	4	1	0	0	0	0	0	0	0	0	0	0	0
3133	4	0	0	0	0	0	0	0	0	0	0	0	0
3134	4	0	0	0	0	0	0	0	0	0	0	1	0
3135	4	1	0	0	0	1	0	0	0	1	0	1	0
3136	4	0	0	0	0	0	0	0	0	0	0	0	0
3137	4	0	0	0	0	0	0	0	0	0	0	0	0
3138	4	0	0	0	0	0	0	0	0	0	0	0	0
3139	4	0	0	0	0	0	0	0	0	0	0	0	0
3140	4	1	0	0	0	0	0	0	0	0	0	0	0
3141	4	1	0	0	0	0	0	0	0	0	0	0	0
3142	4	0	0	0	0	0	0	0	0	0	0	0	0
3143	4	0	0	0	0	0	0	0	0	0	0	0	0
3144	4	0	0	0	0	0	0	0	0	0	0	0	0
3145	4	0	0	0	0	0	0	0	0	0	0	0	0
3146	2	0	0	0	0	0	0	0	0	0	0	0	0
3147	4	0	0	0	0	0	0	0	0	0	0	0	0
3148	4	1	0	0	0	0	0	0	0	0	0	0	0
3149	4	1	0	0	0	0	0	0	0	0	1	1	0
3150	4	0	0	0	0	0	0	0	1	0	0	0	0
3151	4	1	0	0	0	0	0	0	1	0	0	0	0
3152	4	1	1	0	0	0	0	0	0	0	0	0	0
3153	4	1	0	0	0	0	0	0	0	0	0	0	0
3154	4	0	0	0	0	0	0	0	0	0	0	1	0
3155	4	1	0	0	0	0	0	0	0	0	0	0	0
3156	4	0	0	0	0	0	0	0	0	0	0	0	0
3157	4	0	0	0	0	0	0	0	0	0	0	0	0
3158	4	0	0	0	0	0	0	0	0	0	0	0	0
3159	4	0	0	0	0	0	0	0	0	0	0	0	0
3160	4	1	0	0	0	0	0	0	0	0	0	0	0
3161	4	0	0	0	0	0	0	0	0	0	0	0	0
3162	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3163	4	0	0	0	0	0	0	0	0	0	0	0	0
3164	4	1	0	0	0	0	0	0	0	0	0	0	0
3165	4	0	0	0	0	0	0	0	0	0	0	0	0
3166	4	1	0	0	0	0	0	0	0	1	0	0	0
3167	3	1	0	0	0	0	0	0	1	1	0	0	0
3168	3	1	0	0	0	0	0	0	0	0	0	0	0
3169	3	1	0	0	0	0	0	0	0	0	0	0	0
3170	3	0	0	0	0	0	0	0	0	0	0	0	0
3171	3	1	0	0	0	0	0	0	0	1	0	0	0
3172	4	0	0	0	0	0	0	0	0	0	0	0	0
3173	3	1	0	0	0	0	0	0	0	0	0	0	0
3174	4	1	0	0	0	0	0	0	0	0	0	0	0
3175	4	0	0	0	0	0	0	0	0	0	0	0	0
3176	4	1	0	0	0	0	0	0	0	1	0	0	0
3177	4	0	0	0	0	0	0	0	0	0	0	1	0
3178	4	0	0	0	0	0	0	0	0	0	0	0	0
3179	3	1	0	0	0	0	0	0	0	0	0	1	0
3180	4	0	0	0	0	0	0	0	0	0	0	0	0
3181	4	0	0	0	0	0	0	0	0	0	0	0	0
3182	4	0	0	0	0	0	0	0	0	0	0	0	0
3183	4	0	0	0	0	0	0	0	0	0	0	0	0
3184	4	0	0	0	0	0	0	0	0	0	0	0	0
3185	2	0	0	0	0	0	0	0	0	0	0	0	0
3186	2	1	0	0	0	0	0	0	0	0	0	0	0
3187	4	0	0	0	0	0	0	0	0	0	0	0	0
3188	4	0	0	0	0	0	0	0	0	0	0	0	0
3189	4	1	1	0	0	0	0	0	0	0	0	0	0
3190	4	0	0	0	0	0	0	0	0	0	1	0	0
3191	4	1	0	0	0	0	0	0	0	0	1	0	0
3192	4	1	0	0	0	0	0	0	0	0	0	0	0
